Type,Token,Log(Probability)
Positive,shines,-14.6267221348
Positive,annoying,-13.5271864612
Positive,levity,-16.6971114626
Positive,regime,-16.2116846355
Positive,blatantly,-16.6971114626
Positive,comprehension,-16.4340770568
Positive,faithful,-14.9315767163
Positive,eerie,-14.9315767163
Positive,na,-16.6971114626
Positive,commercials,-15.5596079389
Positive,when,-8.63102227219
Positive,ny,-17.0190395575
Positive,tin,-16.2116846355
Positive,setting,-12.8491145561
Positive,stagnant,-17.0190395575
Positive,papers,-16.6971114626
Positive,tie,-15.5596079389
Positive,vanished,-18.0190395575
Positive,undeniably,-15.8491145561
Positive,eternity,-16.2116846355
Positive,picture,-10.9746454382
Positive,phoenix,-15.1121489619
Positive,preceding,-16.4340770568
Positive,football,-14.6971114626
Positive,uniformly,-15.8491145561
Positive,trailers,-14.6971114626
Positive,nods,-16.2116846355
Positive,younger,-13.237679844
Positive,faster,-16.2116846355
Positive,bullet,-15.6971114626
Positive,changed,-13.8491145561
Positive,ryder,-15.3185998394
Positive,uncovered,-17.0190395575
Positive,vietnam,-14.6971114626
Positive,remarked,-17.0190395575
Positive,grisly,-16.2116846355
Positive,intimacy,-15.8491145561
Positive,stacks,-17.0190395575
Positive,azaria,-17.4340770568
Positive,coach,-15.4340770568
Positive,ron,-14.8491145561
Positive,impression,-14.6267221348
Positive,rob,-13.3185998394
Positive,particular,-13.041759634
Positive,rod,-16.2116846355
Positive,focus,-13.0648432471
Positive,leads,-12.2116846355
Positive,roy,-15.5596079389
Positive,gruesomely,-17.4340770568
Positive,remarkably,-14.6971114626
Positive,displaying,-15.6971114626
Positive,empathize,-16.4340770568
Positive,row,-16.0190395575
Positive,meryl,-16.0190395575
Positive,arthurs,-17.4340770568
Positive,contemplating,-18.0190395575
Positive,passage,-15.8491145561
Positive,environment,-14.7711120441
Positive,charge,-15.0190395575
Positive,promoting,-17.0190395575
Positive,discovering,-14.9315767163
Positive,henderson,-15.5596079389
Positive,coos,-17.4340770568
Positive,fasttalking,-16.0190395575
Positive,federation,-14.4340770568
Positive,advantage,-14.9315767163
Positive,emphasizes,-16.6971114626
Positive,unfamiliar,-15.6971114626
Positive,sloppy,-17.0190395575
Positive,screenwriting,-17.4340770568
Positive,congregation,-16.0190395575
Positive,tanks,-18.0190395575
Positive,artwork,-16.4340770568
Positive,cook,-15.6971114626
Positive,emphasized,-17.0190395575
Positive,directorwriter,-16.0190395575
Positive,heston,-16.0190395575
Positive,cool,-12.9105151008
Positive,oftentimes,-18.0190395575
Positive,embeth,-16.0190395575
Positive,clouds,-15.4340770568
Positive,impressive,-12.2775725711
Positive,level,-12.4191267153
Positive,hawaii,-17.0190395575
Positive,culminating,-16.6971114626
Positive,standards,-14.7711120441
Positive,brothel,-18.0190395575
Positive,phillip,-15.2116846355
Positive,quick,-13.2116846355
Positive,rehashed,-18.0190395575
Positive,illustrating,-16.4340770568
Positive,porn,-14.1121489619
Positive,trend,-15.5596079389
Positive,ohara,-16.4340770568
Positive,baku,-14.9315767163
Positive,colin,-16.0190395575
Positive,comforting,-16.6971114626
Positive,trent,-16.2116846355
Positive,dolby,-16.4340770568
Positive,chicken,-13.7336373387
Positive,substitute,-16.4340770568
Positive,drinks,-16.4340770568
Positive,posh,-17.4340770568
Positive,believability,-16.2116846355
Positive,agrees,-14.0648432471
Positive,goes,-11.0590376255
Positive,reply,-17.0190395575
Positive,moviegoers,-15.6971114626
Positive,scripted,-15.5596079389
Positive,buscemi,-15.0190395575
Positive,hairy,-16.6971114626
Positive,loveable,-16.6971114626
Positive,den,-17.0190395575
Positive,leguizamo,-17.0190395575
Positive,fluke,-18.0190395575
Positive,entertain,-14.4954776015
Positive,witch,-13.9746454382
Positive,twentieth,-15.8491145561
Positive,groups,-15.0190395575
Positive,crippled,-16.2116846355
Positive,confused,-13.5927748028
Positive,lambeau,-14.8491145561
Positive,supplying,-17.4340770568
Positive,standout,-14.4340770568
Positive,tire,-17.4340770568
Positive,boast,-16.2116846355
Positive,pollocks,-15.8491145561
Positive,healthy,-15.3185998394
Positive,guilty,-14.8491145561
Positive,weirs,-17.0190395575
Positive,paxton,-14.3751833678
Positive,resonance,-15.5596079389
Positive,weird,-13.5927748028
Positive,hartnett,-16.6971114626
Positive,emerge,-16.0190395575
Positive,winner,-13.8491145561
Positive,morals,-14.7711120441
Positive,problematic,-17.0190395575
Positive,threes,-18.0190395575
Positive,thandie,-16.2116846355
Positive,morale,-17.0190395575
Positive,graduated,-16.4340770568
Positive,paralyzed,-16.0190395575
Positive,bravely,-16.6971114626
Positive,crisis,-13.8095861919
Positive,yourself,-13.6614875529
Positive,handled,-14.4954776015
Positive,uk,-16.2116846355
Positive,handles,-14.7711120441
Positive,andy,-14.5596079389
Positive,memory,-13.8491145561
Positive,australian,-14.8491145561
Positive,nobrainer,-16.6971114626
Positive,onetwo,-17.0190395575
Positive,beals,-18.0190395575
Positive,today,-13.1610585624
Positive,smeared,-17.4340770568
Positive,chapter,-15.3185998394
Positive,kerry,-16.6971114626
Positive,riot,-15.5596079389
Positive,sessions,-15.6971114626
Positive,flying,-14.1610585624
Positive,thunderous,-18.0190395575
Positive,cant,-11.3047940399
Positive,chocolate,-16.0190395575
Positive,casey,-15.8491145561
Positive,carnival,-17.0190395575
Positive,teaser,-17.0190395575
Positive,drown,-17.4340770568
Positive,spiers,-17.4340770568
Positive,cases,-14.6267221348
Positive,piano,-15.3185998394
Positive,insights,-16.6971114626
Positive,uturn,-18.0190395575
Positive,judi,-16.0190395575
Positive,thousands,-14.6971114626
Positive,jude,-14.1610585624
Positive,judd,-15.6971114626
Positive,intensely,-16.2116846355
Positive,judy,-17.0190395575
Positive,gals,-18.0190395575
Positive,laughter,-14.9315767163
Positive,slightest,-15.6971114626
Positive,lighthearted,-14.5596079389
Positive,geeky,-17.4340770568
Positive,deservedly,-16.6971114626
Positive,performer,-15.4340770568
Positive,figure,-12.9966717445
Positive,downfall,-17.0190395575
Positive,geeks,-18.0190395575
Positive,trouble,-13.0648432471
Positive,inexperience,-17.0190395575
Positive,critic,-14.6267221348
Positive,dropped,-14.9315767163
Positive,odette,-18.0190395575
Positive,counting,-16.4340770568
Positive,burbank,-15.4340770568
Positive,middleaged,-16.4340770568
Positive,requirements,-17.0190395575
Positive,sidney,-13.9746454382
Positive,sailboat,-16.6971114626
Positive,watching,-11.5514340075
Positive,directtovideo,-17.0190395575
Positive,antoine,-18.0190395575
Positive,sundance,-15.8491145561
Positive,cardinal,-16.4340770568
Positive,fourth,-15.0190395575
Positive,plus,-14.1610585624
Positive,everpresent,-16.2116846355
Positive,speaks,-14.4954776015
Positive,begs,-16.6971114626
Positive,narrowly,-16.4340770568
Positive,unbelievable,-15.1121489619
Positive,flirting,-15.8491145561
Positive,paramount,-15.3185998394
Positive,irrational,-17.4340770568
Positive,ballroom,-16.2116846355
Positive,huge,-13.041759634
Positive,fascist,-15.6971114626
Positive,clone,-15.8491145561
Positive,insecurities,-17.4340770568
Positive,eighty,-18.0190395575
Positive,respective,-15.3185998394
Positive,informs,-16.0190395575
Positive,heartbreaking,-15.4340770568
Positive,outlandish,-15.6971114626
Positive,avengers,-18.0190395575
Positive,repeat,-16.0190395575
Positive,branches,-16.6971114626
Positive,awkward,-14.9315767163
Positive,liquid,-18.0190395575
Positive,amuse,-16.4340770568
Positive,inform,-17.4340770568
Positive,gerard,-15.0190395575
Positive,increase,-16.2116846355
Positive,imagining,-17.4340770568
Positive,exclusive,-16.0190395575
Positive,frankenheimer,-17.4340770568
Positive,comfort,-15.2116846355
Positive,joins,-14.6971114626
Positive,midnight,-14.2116846355
Positive,fangs,-17.4340770568
Positive,accolades,-16.2116846355
Positive,motions,-16.0190395575
Positive,rampling,-16.4340770568
Positive,apes,-13.9746454382
Positive,wallace,-14.4340770568
Positive,comic,-11.4644507059
Positive,cheerleaders,-18.0190395575
Positive,platform,-16.0190395575
Positive,continue,-13.8491145561
Positive,farmer,-15.6971114626
Positive,hanks,-13.041759634
Positive,fortyfive,-16.6971114626
Positive,happened,-12.8897565406
Positive,lonely,-14.0648432471
Positive,qualifies,-16.4340770568
Positive,lovestruck,-16.6971114626
Positive,weathers,-16.0190395575
Positive,moms,-16.2116846355
Positive,conversations,-15.3185998394
Positive,bound,-14.3185998394
Positive,underneath,-15.0190395575
Positive,chuckie,-16.4340770568
Positive,flubber,-16.6971114626
Positive,conquer,-18.0190395575
Positive,cauldron,-13.6267221348
Positive,caine,-16.0190395575
Positive,feature,-12.237679844
Positive,lois,-17.0190395575
Positive,execute,-16.0190395575
Positive,filmed,-13.5271864612
Positive,terk,-16.2116846355
Positive,name,-12.1121489619
Positive,teri,-16.4340770568
Positive,sophomore,-16.4340770568
Positive,opera,-13.9746454382
Positive,corners,-17.4340770568
Positive,invents,-17.0190395575
Positive,possibilities,-15.5596079389
Positive,realistic,-12.8095861919
Positive,jewison,-15.6971114626
Positive,realise,-16.4340770568
Positive,eighties,-16.4340770568
Positive,realism,-14.3185998394
Positive,footing,-16.4340770568
Positive,populated,-16.6971114626
Positive,catching,-15.6971114626
Positive,begun,-15.3185998394
Positive,authenticity,-15.6971114626
Positive,distributor,-16.4340770568
Positive,tumultuous,-16.6971114626
Positive,suzanne,-15.8491145561
Positive,obsession,-14.6267221348
Positive,adequately,-16.6971114626
Positive,sunrise,-16.6971114626
Positive,plans,-13.8095861919
Positive,hacker,-16.6971114626
Positive,ultimately,-12.8491145561
Positive,continuing,-16.2116846355
Positive,factors,-15.8491145561
Positive,coincidentally,-16.2116846355
Positive,tensions,-16.6971114626
Positive,factory,-15.1121489619
Positive,attracted,-14.8491145561
Positive,hacked,-17.4340770568
Positive,overflowing,-16.4340770568
Positive,maneuver,-18.0190395575
Positive,website,-17.0190395575
Positive,attended,-15.8491145561
Positive,theory,-14.9315767163
Positive,existed,-16.2116846355
Positive,sympathize,-15.0190395575
Positive,dispatched,-16.4340770568
Positive,previews,-15.4340770568
Positive,unfriendly,-16.4340770568
Positive,skillfully,-15.4340770568
Positive,costar,-15.3185998394
Positive,nightmarish,-16.4340770568
Positive,sophistication,-17.0190395575
Positive,explorers,-16.6971114626
Positive,yup,-16.6971114626
Positive,impose,-18.0190395575
Positive,muellerstahl,-16.6971114626
Positive,gusto,-17.0190395575
Positive,motion,-12.8292149987
Positive,turn,-11.7998710371
Positive,along,-11.2116846355
Positive,place,-10.947577195
Positive,generations,-15.1121489619
Positive,swing,-16.6971114626
Positive,taels,-16.0190395575
Positive,turf,-17.4340770568
Positive,truer,-16.4340770568
Positive,associates,-16.6971114626
Positive,childhood,-13.9746454382
Positive,teammates,-17.4340770568
Positive,blood,-12.5112449173
Positive,origin,-17.4340770568
Positive,soderbergh,-16.2116846355
Positive,suspend,-17.0190395575
Positive,merrill,-16.4340770568
Positive,surviving,-15.2116846355
Positive,wahlberg,-14.6971114626
Positive,coming,-12.4191267153
Positive,symbolic,-15.6971114626
Positive,awfully,-15.8491145561
Positive,clumsy,-15.6971114626
Positive,soaring,-17.4340770568
Positive,wellchoreographed,-18.0190395575
Positive,array,-15.4340770568
Positive,george,-12.148674838
Positive,millions,-14.6267221348
Positive,rented,-16.2116846355
Positive,welldone,-16.4340770568
Positive,given,-11.5927748028
Positive,ian,-14.2641520554
Positive,afterthought,-16.4340770568
Positive,district,-16.2116846355
Positive,opus,-16.6971114626
Positive,earthy,-17.0190395575
Positive,europe,-15.2116846355
Positive,plastic,-15.8491145561
Positive,bahamas,-17.0190395575
Positive,returns,-13.4340770568
Positive,virgil,-15.5596079389
Positive,terrifying,-14.2641520554
Positive,convention,-15.8491145561
Positive,white,-12.0303548708
Positive,circa,-17.4340770568
Positive,gives,-11.0532552729
Positive,holden,-16.6971114626
Positive,exploring,-15.4340770568
Positive,hug,-17.4340770568
Positive,hub,-16.4340770568
Positive,cope,-15.0190395575
Positive,terrain,-17.0190395575
Positive,huh,-17.0190395575
Positive,alan,-13.4644507059
Positive,stylized,-15.5596079389
Positive,released,-12.3466142156
Positive,alas,-15.5596079389
Positive,enigma,-16.4340770568
Positive,seduces,-17.0190395575
Positive,shirley,-17.0190395575
Positive,ghostface,-17.4340770568
Positive,copy,-14.5596079389
Positive,milton,-18.0190395575
Positive,wide,-14.1121489619
Positive,nathan,-16.2116846355
Positive,unfortunately,-12.3751833678
Positive,require,-14.8491145561
Positive,egoyans,-15.8491145561
Positive,janssen,-16.6971114626
Positive,officials,-16.2116846355
Positive,ooze,-16.6971114626
Positive,cards,-14.9315767163
Positive,woodsboro,-16.4340770568
Positive,powder,-17.4340770568
Positive,pre,-16.6971114626
Positive,register,-17.4340770568
Positive,rene,-16.4340770568
Positive,armored,-17.4340770568
Positive,chloe,-17.0190395575
Positive,pro,-16.4340770568
Positive,bava,-16.2116846355
Positive,reno,-16.2116846355
Positive,ant,-15.2116846355
Positive,redford,-15.2116846355
Positive,suspense,-12.869292438
Positive,rent,-14.8491145561
Positive,seann,-17.4340770568
Positive,sells,-16.4340770568
Positive,confesses,-16.4340770568
Positive,any,-9.93689051618
Positive,superman,-16.4340770568
Positive,astonishingly,-15.8491145561
Positive,ideas,-13.5927748028
Positive,phillips,-16.2116846355
Positive,deconstructing,-17.4340770568
Positive,animation,-12.4191267153
Positive,attempted,-15.1121489619
Positive,resembling,-16.0190395575
Positive,sorority,-16.6971114626
Positive,paulie,-14.6267221348
Positive,strengths,-15.2116846355
Positive,blunt,-17.0190395575
Positive,becoming,-13.5271864612
Positive,fellinis,-16.4340770568
Positive,surf,-17.4340770568
Positive,urge,-15.4340770568
Positive,commonplace,-16.0190395575
Positive,multiple,-14.2641520554
Positive,tornado,-17.0190395575
Positive,indelible,-16.6971114626
Positive,hit,-12.2508552328
Positive,betrayal,-15.5596079389
Positive,falls,-12.7152588094
Positive,visitors,-17.4340770568
Positive,weller,-16.2116846355
Positive,connor,-16.0190395575
Positive,freshman,-17.4340770568
Positive,icon,-16.0190395575
Positive,latex,-17.4340770568
Positive,considered,-13.4340770568
Positive,misfire,-18.0190395575
Positive,proud,-15.1121489619
Positive,hungry,-15.8491145561
Positive,uncle,-14.4340770568
Positive,senior,-15.4340770568
Positive,masturbation,-18.0190395575
Positive,detective,-13.08830222
Positive,troi,-16.6971114626
Positive,drastically,-17.4340770568
Positive,solar,-16.6971114626
Positive,cheat,-16.4340770568
Positive,cheap,-13.8095861919
Positive,emmerich,-15.4340770568
Positive,troy,-17.4340770568
Positive,spaces,-15.6971114626
Positive,hack,-16.2116846355
Positive,spacey,-14.1121489619
Positive,superb,-13.041759634
Positive,hustler,-15.2116846355
Positive,landis,-18.0190395575
Positive,removed,-15.4340770568
Positive,woos,-17.0190395575
Positive,gulf,-16.4340770568
Positive,genius,-14.0190395575
Positive,cheech,-17.4340770568
Positive,state,-12.9966717445
Positive,crime,-12.6096486214
Positive,shakespearean,-16.6971114626
Positive,explicitly,-16.0190395575
Positive,believing,-15.5596079389
Positive,madeline,-16.4340770568
Positive,emporer,-18.0190395575
Positive,dreaded,-15.8491145561
Positive,boyle,-14.8491145561
Positive,peppy,-16.6971114626
Positive,unsure,-15.6971114626
Positive,africanamerican,-15.4340770568
Positive,viewpoint,-15.8491145561
Positive,fatherly,-17.4340770568
Positive,jazz,-15.5596079389
Positive,begging,-16.6971114626
Positive,oconnor,-16.6971114626
Positive,multimillion,-17.0190395575
Positive,tailor,-16.6971114626
Positive,lighter,-16.4340770568
Positive,rendition,-15.6971114626
Positive,clerks,-15.8491145561
Positive,carreys,-15.4340770568
Positive,trade,-14.4340770568
Positive,treachery,-16.6971114626
Positive,cautionary,-16.6971114626
Positive,closure,-15.3185998394
Positive,reveal,-13.4954776015
Positive,regarding,-14.9315767163
Positive,pinnacle,-16.4340770568
Positive,contrivances,-16.4340770568
Positive,radar,-18.0190395575
Positive,dramas,-14.7711120441
Positive,topnotch,-15.0190395575
Positive,joker,-14.9315767163
Positive,jokes,-12.790220867
Positive,embassy,-18.0190395575
Positive,mewes,-16.2116846355
Positive,predicted,-16.4340770568
Positive,reindeer,-17.0190395575
Positive,through,-10.0532552729
Positive,pants,-15.5596079389
Positive,discussing,-15.6971114626
Positive,reveals,-14.2641520554
Positive,imposing,-15.6971114626
Positive,homosexuality,-15.6971114626
Positive,replies,-15.8491145561
Positive,connections,-15.5596079389
Positive,college,-13.4644507059
Positive,ignores,-16.4340770568
Positive,parking,-16.4340770568
Positive,masochistic,-18.0190395575
Positive,fails,-13.8491145561
Positive,detect,-17.4340770568
Positive,farmers,-16.2116846355
Positive,crooked,-16.6971114626
Positive,subsequent,-15.1121489619
Positive,review,-12.291119103
Positive,definite,-14.6267221348
Positive,weapons,-14.2641520554
Positive,outside,-13.08830222
Positive,hutt,-16.0190395575
Positive,duchovny,-15.2116846355
Positive,wouldve,-15.8491145561
Positive,corridors,-16.6971114626
Positive,rumours,-16.6971114626
Positive,originated,-17.4340770568
Positive,fearless,-16.2116846355
Positive,guitar,-16.4340770568
Positive,continuously,-15.8491145561
Positive,unusually,-16.2116846355
Positive,coma,-18.0190395575
Positive,bigtime,-16.6971114626
Positive,cities,-15.3185998394
Positive,come,-10.6614875529
Positive,reaction,-14.4954776015
Positive,superstar,-16.0190395575
Positive,wanders,-15.8491145561
Positive,kicking,-16.6971114626
Positive,successes,-17.0190395575
Positive,region,-18.0190395575
Positive,priests,-17.4340770568
Positive,gimmicks,-18.0190395575
Positive,quiet,-13.6267221348
Positive,contract,-15.5596079389
Positive,berry,-16.2116846355
Positive,senator,-15.3185998394
Positive,railway,-17.0190395575
Positive,groundhog,-16.2116846355
Positive,gayheart,-17.4340770568
Positive,duty,-15.4340770568
Positive,afterwards,-14.3751833678
Positive,color,-13.1861495434
Positive,pot,-15.6971114626
Positive,colony,-14.8491145561
Positive,period,-12.869292438
Positive,pop,-13.5271864612
Positive,resentment,-15.6971114626
Positive,satisfaction,-16.0190395575
Positive,pole,-17.0190395575
Positive,scully,-15.6971114626
Positive,pod,-14.9315767163
Positive,poe,-18.0190395575
Positive,nicole,-14.6267221348
Positive,believably,-16.4340770568
Positive,turkey,-17.0190395575
Positive,lifes,-16.2116846355
Positive,howard,-14.2641520554
Positive,swift,-17.4340770568
Positive,filmmakers,-13.1121489619
Positive,attenborough,-16.4340770568
Positive,stylishly,-16.2116846355
Positive,memento,-15.8491145561
Positive,selfcentered,-17.0190395575
Positive,peaceful,-15.2116846355
Positive,helicopter,-16.0190395575
Positive,featuring,-13.7711120441
Positive,hardly,-13.5271864612
Positive,walltowall,-16.4340770568
Positive,engine,-16.2116846355
Positive,direction,-11.9210074746
Positive,certainly,-11.6353352651
Positive,tasteless,-15.6971114626
Positive,robbed,-16.6971114626
Positive,blessing,-16.6971114626
Positive,andrew,-14.3751833678
Positive,tiger,-15.8491145561
Positive,mocking,-16.6971114626
Positive,minister,-15.8491145561
Positive,standup,-16.6971114626
Positive,andrea,-16.4340770568
Positive,irrelevant,-16.0190395575
Positive,spirit,-13.4340770568
Positive,robber,-16.0190395575
Positive,pilot,-14.4340770568
Positive,case,-11.6096486214
Positive,shaft,-16.6971114626
Positive,hughes,-15.0190395575
Positive,mount,-17.0190395575
Positive,cash,-14.3751833678
Positive,arnold,-15.1121489619
Positive,cast,-10.6881226794
Positive,dorky,-17.4340770568
Positive,profanity,-15.4340770568
Positive,hunts,-16.4340770568
Positive,50s,-14.6267221348
Positive,punches,-16.4340770568
Positive,coupled,-16.0190395575
Positive,telephone,-16.6971114626
Positive,couples,-15.4340770568
Positive,good,-9.13792559686
Positive,believable,-13.237679844
Positive,ironic,-14.1121489619
Positive,vivid,-15.2116846355
Positive,author,-14.3751833678
Positive,granted,-14.6267221348
Positive,locking,-16.4340770568
Positive,marys,-16.6971114626
Positive,helmed,-16.4340770568
Positive,subtitled,-15.6971114626
Positive,reminder,-15.6971114626
Positive,shifty,-17.0190395575
Positive,moviemaking,-15.8491145561
Positive,events,-12.4043297134
Positive,moronic,-16.0190395575
Positive,tried,-13.9746454382
Positive,week,-13.9746454382
Positive,persona,-14.5596079389
Positive,mockery,-16.4340770568
Positive,applaud,-16.2116846355
Positive,quaids,-18.0190395575
Positive,nest,-17.0190395575
Positive,refusal,-17.4340770568
Positive,driver,-13.4043297134
Positive,ness,-15.8491145561
Positive,weed,-18.0190395575
Positive,director,-10.4191267153
Positive,devoid,-16.2116846355
Positive,drivel,-17.4340770568
Positive,delicate,-15.5596079389
Positive,statue,-16.4340770568
Positive,changing,-14.8491145561
Positive,weep,-18.0190395575
Positive,cartoon,-14.1610585624
Positive,vowed,-17.4340770568
Positive,relies,-15.2116846355
Positive,longing,-16.4340770568
Positive,purposeful,-16.4340770568
Positive,no,-9.33429093711
Positive,kungfu,-16.2116846355
Positive,magical,-14.3185998394
Positive,connick,-16.6971114626
Positive,melodramatic,-15.2116846355
Positive,without,-10.6703114033
Positive,relief,-13.6614875529
Positive,components,-16.2116846355
Positive,relied,-17.0190395575
Positive,inability,-16.0190395575
Positive,model,-14.4340770568
Positive,unconvincing,-16.6971114626
Positive,hysteria,-15.6971114626
Positive,whereas,-15.3185998394
Positive,bodies,-14.4340770568
Positive,justify,-16.4340770568
Positive,desolate,-16.4340770568
Positive,plotline,-15.8491145561
Positive,ya,-16.4340770568
Positive,tip,-16.2116846355
Positive,guided,-16.6971114626
Positive,actions,-13.6614875529
Positive,lavish,-16.6971114626
Positive,violent,-13.1363965082
Positive,cease,-17.4340770568
Positive,harrison,-14.6267221348
Positive,polish,-17.0190395575
Positive,baldwin,-14.2116846355
Positive,captured,-13.8095861919
Positive,halfway,-14.6267221348
Positive,blow,-15.1121489619
Positive,socialite,-17.0190395575
Positive,feminist,-16.4340770568
Positive,rose,-13.237679844
Positive,seems,-10.3047940399
Positive,except,-12.9966717445
Positive,leto,-17.0190395575
Positive,lets,-12.7152588094
Positive,falsely,-16.4340770568
Positive,association,-16.2116846355
Positive,samples,-17.0190395575
Positive,engulfed,-17.0190395575
Positive,scrapbook,-17.4340770568
Positive,flashing,-16.6971114626
Positive,ross,-15.5596079389
Positive,scheduled,-16.6971114626
Positive,rushmore,-14.6971114626
Positive,worldweary,-17.0190395575
Positive,kills,-14.4340770568
Positive,easily,-12.3751833678
Positive,virginia,-17.4340770568
Positive,confines,-16.6971114626
Positive,motherinlaw,-16.4340770568
Positive,confined,-16.6971114626
Positive,accepted,-15.4340770568
Positive,furniture,-18.0190395575
Positive,patrice,-16.4340770568
Positive,photographs,-16.2116846355
Positive,patrick,-13.7711120441
Positive,buddies,-14.9315767163
Positive,shelf,-16.6971114626
Positive,oddly,-14.3751833678
Positive,sanity,-15.6971114626
Positive,arc,-16.6971114626
Positive,recalls,-15.6971114626
Positive,tower,-16.4340770568
Positive,reduced,-15.5596079389
Positive,shunned,-16.6971114626
Positive,joking,-16.4340770568
Positive,loosely,-16.2116846355
Positive,competition,-14.7711120441
Positive,calling,-15.1121489619
Positive,cowboys,-16.2116846355
Positive,intact,-15.6971114626
Positive,redeeming,-16.0190395575
Positive,provided,-14.0648432471
Positive,foibles,-16.4340770568
Positive,mood,-13.1861495434
Positive,classmates,-17.4340770568
Positive,slick,-14.8491145561
Positive,legal,-14.4340770568
Positive,mercenaries,-17.0190395575
Positive,habits,-17.4340770568
Positive,oneliners,-14.4340770568
Positive,quitting,-17.4340770568
Positive,porter,-15.8491145561
Positive,freed,-16.0190395575
Positive,metropolis,-15.8491145561
Positive,poem,-16.2116846355
Positive,nails,-15.6971114626
Positive,stereotyped,-17.4340770568
Positive,communicate,-15.1121489619
Positive,hudsucker,-16.2116846355
Positive,slaughter,-15.8491145561
Positive,polite,-16.0190395575
Positive,terrified,-16.4340770568
Positive,resurrection,-15.5596079389
Positive,stereotypes,-15.3185998394
Positive,sonnenfeld,-16.6971114626
Positive,on,-7.50975938945
Positive,ol,-15.4340770568
Positive,ok,-14.0648432471
Positive,oh,-12.9105151008
Positive,jeep,-17.0190395575
Positive,of,-5.16699779114
Positive,discussed,-15.6971114626
Positive,oz,-15.4340770568
Positive,hindu,-16.4340770568
Positive,gregory,-15.6971114626
Positive,doo,-16.4340770568
Positive,or,-8.84162001955
Positive,amber,-16.6971114626
Positive,tribe,-15.4340770568
Positive,ladies,-16.0190395575
Positive,gradys,-16.4340770568
Positive,reactions,-15.0190395575
Positive,instruments,-17.0190395575
Positive,garner,-15.6971114626
Positive,cursed,-16.6971114626
Positive,rising,-14.5596079389
Positive,determine,-15.4340770568
Positive,gary,-14.6971114626
Positive,burton,-13.8897565406
Positive,lastly,-18.0190395575
Positive,pullman,-15.8491145561
Positive,empathetic,-17.0190395575
Positive,mental,-14.6267221348
Positive,strictly,-15.6971114626
Positive,there,-9.01903955754
Positive,alleged,-16.4340770568
Positive,pic,-16.6971114626
Positive,strict,-15.5596079389
Positive,racist,-15.0190395575
Positive,cultures,-16.4340770568
Positive,condone,-17.4340770568
Positive,fish,-14.4954776015
Positive,morrison,-16.0190395575
Positive,relic,-18.0190395575
Positive,shamelessly,-16.4340770568
Positive,romanticcomedy,-16.4340770568
Positive,regard,-15.3185998394
Positive,alain,-17.0190395575
Positive,amongst,-15.1121489619
Positive,cabinet,-17.0190395575
Positive,ended,-14.1121489619
Positive,10yearold,-17.0190395575
Positive,relate,-14.9315767163
Positive,wideeyed,-15.6971114626
Positive,longer,-13.3751833678
Positive,andys,-16.4340770568
Positive,sleaze,-17.4340770568
Positive,cassidy,-17.0190395575
Positive,grasp,-15.0190395575
Positive,sleazy,-14.6267221348
Positive,grass,-16.2116846355
Positive,castles,-16.4340770568
Positive,mallory,-14.3751833678
Positive,taylor,-15.0190395575
Positive,cinema,-12.6791895547
Positive,taste,-14.6267221348
Positive,adequate,-15.0190395575
Positive,felix,-14.4340770568
Positive,kimble,-15.6971114626
Positive,tasty,-17.0190395575
Positive,controlled,-15.0190395575
Positive,himself,-10.8242827031
Positive,bishop,-16.4340770568
Positive,skinhead,-16.2116846355
Positive,incorrect,-17.4340770568
Positive,abyss,-15.3185998394
Positive,stumbled,-17.0190395575
Positive,hasnt,-13.6971114626
Positive,heather,-15.6971114626
Positive,idiot,-16.0190395575
Positive,deserve,-14.4954776015
Positive,sheedy,-16.2116846355
Positive,nc17,-15.3185998394
Positive,u571,-15.3185998394
Positive,rubber,-16.6971114626
Positive,roses,-15.8491145561
Positive,stumbles,-14.9315767163
Positive,residence,-16.6971114626
Positive,brash,-15.5596079389
Positive,briefly,-14.5596079389
Positive,championship,-16.0190395575
Positive,classmate,-17.0190395575
Positive,separate,-14.6971114626
Positive,spoilers,-14.4954776015
Positive,symbol,-14.9315767163
Positive,finale,-13.7711120441
Positive,midair,-17.4340770568
Positive,hawthorne,-15.5596079389
Positive,intentional,-16.6971114626
Positive,includes,-13.6614875529
Positive,bobbys,-16.0190395575
Positive,bullets,-14.8491145561
Positive,kingsley,-15.8491145561
Positive,serious,-12.5927748028
Positive,included,-13.9315767163
Positive,brass,-18.0190395575
Positive,spouse,-17.0190395575
Positive,missed,-14.4340770568
Positive,thematic,-15.2116846355
Positive,assassins,-17.4340770568
Positive,blacks,-16.2116846355
Positive,understandably,-16.6971114626
Positive,wife,-11.070672326
Positive,comicbook,-16.4340770568
Positive,odds,-15.0190395575
Positive,parsons,-17.4340770568
Positive,unscathed,-16.6971114626
Positive,exhausting,-16.4340770568
Positive,directors,-12.8491145561
Positive,missouri,-18.0190395575
Positive,undead,-17.4340770568
Positive,childish,-15.6971114626
Positive,neighbors,-14.8491145561
Positive,all,-8.29965073659
Positive,releases,-15.6971114626
Positive,chinese,-13.4954776015
Positive,ali,-14.7711120441
Positive,handicapped,-16.2116846355
Positive,lack,-12.6096486214
Positive,ala,-16.4340770568
Positive,secondrate,-17.0190395575
Positive,spacecraft,-17.0190395575
Positive,disc,-14.5596079389
Positive,dish,-17.0190395575
Positive,follow,-12.7336373387
